,beta,lnalpha,lnalpha.c,S.max,S.eq.c,U.msy_Hilborn,S.msy_Hilborn,Smsy_lambert,Umsy_lambert,,
20,7.3205E-06,1.089366556,1.408878668,136602.6031,192456.4934,0.565493597,77247.89735,77654.08736,0.568467113,,
21,6.6735E-06,1.277454602,1.573236272,149846.4983,235743.9464,0.61336307,91910.3083,92310.57934,0.616034277,,
22,7.52076E-06,1.295486922,1.633117509,132965.355,217148.0494,0.629863659,83750.04498,84085.77585,0.632388609,,
23,5.03855E-06,1.143852774,1.315056614,198469.9371,260999.2034,0.536472134,106473.5907,107081.6767,0.539536004,,
24,2.64549E-06,0.305009387,0.564750973,378001.3714,213476.6423,0.26004943,98299.04123,98866.11238,0.261549613,,
25,4.32556E-06,0.734274699,1.080916315,231183.9266,249890.4782,0.458671552,106037.4904,106727.6732,0.461656979,,
26,5.62592E-06,1.166517284,1.352404269,177748.7522,240388.1712,0.548172323,97436.94639,97976.56274,0.551208161,,
27,4.64372E-06,1.101800144,1.279492431,215344.6667,275531.8711,0.525149154,113088.0695,113751.4257,0.528229593,,
28,4.05278E-06,1.10687789,1.256828466,246744.1544,310115.0769,0.517840987,127774.2365,128535.626,0.520926732,,
29,8.56971E-07,0.524797599,0.68798072,1166900.931,802805.3424,0.310858137,362740.6494,365030.7607,0.312820695,,
30,7.73481E-06,1.245635635,1.530073441,129285.5953,197816.4557,0.601157989,77721.06848,78078.6839,0.603924078,,
31,4.14208E-06,1.168717791,1.46047708,241424.7723,352595.3465,0.580929009,140250.6537,140950.0054,0.583825777,,
32,2.97769E-06,0.890956924,1.021878423,335830.4497,343177.8902,0.437842726,147040.9194,148013.6263,0.440739148,,
33,4.94032E-06,0.931412856,1.166255914,202416.0412,236068.9051,0.487917257,98762.27957,99382.77025,0.490982679,,
34,7.78844E-06,1.443749076,1.5924832,128395.4775,204467.6408,0.618721408,79441.0306,79778.18491,0.621347313,,
35,6.49951E-06,1.426338569,1.59372557,153857.7167,245206.9773,0.619065502,95248.00457,95651.56135,0.621688424,,
36,2.84406E-06,0.972697496,1.266207874,351609.972,445211.3151,0.52087417,183144.5524,184228.9349,0.523958219,,
37,7.47681E-06,1.078367885,1.358023219,133746.8204,181631.2876,0.549915715,73549.47839,73954.82444,0.552946412,,
38,3.81092E-06,0.81758472,1.048302779,262403.6702,275078.4967,0.447225679,117353.6597,118125.0164,0.45016526,,
39,7.79768E-06,1.780105401,2.043708371,128243.2977,262091.901,0.729482112,93551.19167,93736.72841,0.730928868,,
40,6.16694E-06,1.228109965,1.431629463,162155.0588,232145.9596,0.572345327,92808.69013,93285.73742,0.575287248,,
41,4.84718E-06,0.937416522,1.147820562,206305.6473,236801.864,0.481685838,99374.50858,100004.3827,0.484738949,,
42,4.12881E-06,0.914419067,1.111430285,242200.3578,269188.8126,0.469245733,113651.4844,114383.1092,0.472266475,,
43,6.08391E-06,1.204954039,1.352430514,164367.9284,222296.202,0.548180476,90103.28932,90602.27982,0.551216291,,
44,4.19791E-06,0.84119779,1.038514982,238213.586,247388.3781,0.443761555,105710.0314,106406.6192,0.44668577,,
45,3.69137E-06,0.946368638,1.122987596,270902.3374,304219.9646,0.473216718,128195.515,129016.9391,0.476248896,,
46,7.12864E-06,1.392188105,1.65129771,140279.1591,231642.6542,0.634773966,89045.55818,89393.13023,0.637251683,,
47,6.89151E-06,1.386848819,1.596473004,145106.014,231657.834,0.619825678,89940.43353,90320.07453,0.622441979,,
48,4.31124E-06,0.858666529,1.062959126,231951.7343,246555.2129,0.452387816,104932.1385,105618.996,0.455349025,,
49,5.44997E-06,1.100595724,1.339369283,183487.2016,245757.1217,0.544110936,99837.39306,100396.4493,0.547157777,,
50,4.82317E-06,1.189583468,1.342923509,207332.5039,278431.6936,0.545220706,113041.9741,113673.0878,0.548264675,,
51,5.15191E-06,0.806565658,1.012675541,194102.8189,196563.1771,0.434551948,84347.75802,84906.80365,0.4374321,,
52,3.29267E-06,1.029597188,1.293776924,303705.3153,392926.9285,0.529718351,160878.2788,161812.1685,0.532793337,,
53,3.75349E-06,0.996442593,1.22264808,266418.73,325736.3488,0.506683257,134989.9099,135812.0543,0.509769168,,
54,2.58074E-06,0.775892496,1.076745831,387485.7493,417223.665,0.457216204,177164.7636,178319.4819,0.460196232,,
55,4.70097E-06,0.73736996,0.883207424,212722.0463,187877.6906,0.386999837,82323.39731,82873.81823,0.38958735,,
56,7.82067E-06,1.387776915,1.621438459,127866.2734,207327.2933,0.626684842,80131.85535,80458.50929,0.629239495,,
57,1.13192E-05,1.452023642,1.632584561,88345.15442,144230.9351,0.629719016,55632.62371,55855.81155,0.632245333,,
58,7.83508E-06,1.206804489,1.349525951,127631.1937,172241.6081,0.547277555,69849.68766,70237.47954,0.550315934,,
59,5.06817E-06,1.036096929,1.180581209,197309.8253,232940.272,0.492726565,97219.79247,97826.14158,0.495799646,,
60,6.43497E-06,1.340984469,1.603955257,155400.8371,249255.9896,0.621890556,96642.31295,97046.06002,0.624488657,,
61,5.19962E-07,0.755220463,1.427758596,1923216.343,2745888.665,0.571184675,1098511.702,1104180.479,0.574132226,,
62,5.56776E-06,1.058425895,1.234818827,179605.2834,221779.9854,0.510674986,91719.92559,92274.35574,0.513761923,,
63,5.31088E-06,0.794952347,1.022113655,188292.5928,192456.4303,0.437926685,82458.35095,83003.80261,0.440823515,,
64,5.27142E-06,1.193207397,1.352932864,189702.1331,256654.2503,0.548336519,104020.6072,104596.4223,0.551371883,,
65,9.94753E-06,1.663354398,1.835390116,100527.4309,184507.0531,0.681889077,68548.55704,68745.72279,0.68385039,,
66,6.29963E-06,1.3457783,1.550294266,158739.3624,246092.7234,0.606908271,96340.23204,96772.45555,0.609631122,,
67,5.72309E-06,1.237432438,1.445795688,174730.6861,252624.8725,0.576575082,100745.3597,101255.651,0.579495527,,
68,5.78623E-06,0.951697169,1.136725186,172824.1109,196453.5196,0.477912503,82594.80335,83120.94455,0.480956876,,
69,3.81814E-06,0.823718901,1.185419392,261907.5727,310470.3155,0.494344356,129472.5305,130277.9723,0.497419647,,
70,4.54291E-06,0.940255621,1.134660827,220123.1635,249765.1307,0.47720855,105044.6557,105714.4108,0.480251188,,
71,3.16919E-06,0.426157998,0.655913385,315538.2698,206965.7746,0.297841127,93980.27378,94562.52042,0.299686376,,
72,5.14334E-06,0.890208198,1.058230877,194426.0324,205747.6309,0.450725757,87632.82072,88207.23557,0.453680171,,
73,8.2207E-06,1.848873384,2.076093521,121644.1403,252544.6116,0.736335259,89570.86956,89740.09563,0.737726416,,
74,6.56035E-06,1.557868655,1.877815314,152430.963,286237.1967,0.692074332,105493.557,105774.4131,0.693916846,,
75,4.24866E-06,0.948354825,1.118783358,235368.2786,263326.113,0.471774345,111040.7154,111753.4439,0.474802487,,
76,5.34401E-06,1.047014112,1.237094057,187125.4239,231491.7499,0.511418909,95699.4802,96277.13549,0.514505904,,
77,6.84102E-06,1.180342326,1.44096182,146176.9775,210635.4437,0.575134942,84071.48757,84499.48288,0.578062868,,
78,7.53235E-07,0.202632865,0.560145586,1327607.203,743653.3147,0.258109378,342667.8688,344636.0354,0.259591869,,
79,2.51514E-06,0.593264175,0.717089976,397591.7889,285109.0865,0.322549726,128243.1225,129064.6746,0.324616047,,
80,6.0629E-06,1.27759597,1.401900388,164937.4604,231225.8897,0.563377465,92922.04835,93413.97039,0.566359941,,
81,6.81863E-06,1.182095043,1.451867454,146656.9457,212926.4464,0.57837939,84823.35474,85250.24761,0.581290216,,
82,5.51229E-06,0.797808928,1.22977476,181412.9185,223097.0284,0.509023163,92343.37757,92903.3371,0.51210982,,
83,5.46363E-06,0.996550796,1.155482113,183028.5035,211486.1619,0.484281332,88637.28755,89197.09173,0.487339895,,
84,5.71546E-06,1.198377595,1.39818508,174964.0978,244632.191,0.562248034,98373.21994,98895.85598,0.565235138,,
85,4.53549E-06,0.816200012,1.043873869,220483.1017,230156.5484,0.445659849,98260.46573,98907.0807,0.448592567,,
86,4.89438E-06,0.950706122,1.329926061,204316.1138,271725.3243,0.541153797,110566.4409,111190.4219,0.544207796,,
87,5.23446E-06,1.491252867,2.152959687,191041.7172,411305.1156,0.752013365,143665.9245,143914.6527,0.753315322,,
88,6.38848E-06,1.182729308,1.36973584,156531.6909,214407.0672,0.553535581,86645.86049,87118.46359,0.556554798,,
89,5.95062E-06,1.219002585,1.400665992,168049.5806,235381.3325,0.563002431,94612.32233,95113.78646,0.565986456,,
90,5.01125E-06,0.598608033,0.866665517,199551.1422,172944.0939,0.38075512,75980.11915,76487.41389,0.383297299,,
91,6.53552E-06,1.191076619,1.298188509,153009.9856,198635.805,0.531123716,81267.23214,81737.42799,0.534196691,,
92,6.88423E-06,1.396984459,1.575405257,145259.6214,228842.7712,0.613969508,89184.97828,89572.26794,0.616635697,,
93,9.79685E-07,0.506165812,0.789556956,1020736.418,805929.5384,0.351140465,358421.8601,360780.1732,0.353450868,,
94,4.40913E-06,0.855558438,1.026901782,226802.1706,232903.5531,0.439633982,99709.94138,100368.8097,0.442539017,,
95,7.11237E-06,1.084627006,1.293761974,140600.0894,181903.0492,0.529713584,74477.77723,74910.1215,0.532788577,,
96,6.84794E-06,1.199759696,1.600456166,146029.2333,233713.3868,0.620925887,90673.33124,91053.97726,0.62353253,,
97,6.02878E-06,1.5976927,1.824022125,165871.0895,302552.537,0.679117093,112645.892,112976.5805,0.68111074,,
98,3.70802E-06,0.904861613,1.11486314,269685.6999,300662.6463,0.470427183,126867.484,127683.0811,0.473451433,,
99,4.85266E-06,0.991013571,1.117137702,206072.4431,230211.2954,0.471209086,97103.20749,97726.89056,0.474235609,,
100,5.82107E-06,1.27245561,1.401353638,171789.7729,240738.2232,0.563211378,96753.95467,97266.43165,0.566194541,,
101,6.4699E-06,0.880057889,1.228120392,154561.9853,189820.726,0.508480617,78591.77367,79068.83246,0.511567138,,
102,6.1707E-06,1.067828047,1.283580987,162056.2026,208012.2605,0.526459883,85316.08948,85815.06772,0.529538927,,
103,6.57134E-06,0.832016503,1.033469155,152176.0591,157269.2632,0.441970483,67257.32634,67701.07288,0.44488649,,
104,4.69492E-06,0.949260108,1.114935913,212996.2756,237477.197,0.47045221,100204.5686,100848.7383,0.473476534,,
105,3.2038E-06,0.59939136,1.143638577,312129.4088,356963.233,0.480265645,149905.0318,150857.0063,0.48331558,,
106,6.12292E-06,1.213075554,1.521587202,163320.8619,248506.9332,0.598727668,97784.71877,98239.33298,0.601511233,,
107,4.59269E-06,1.282999893,1.457669597,217737.5221,317389.3662,0.580098753,126309.265,126941.01,0.583000159,,
108,4.32115E-06,0.807980396,1.027487669,231419.8909,237781.0843,0.439842671,101788.3429,102460.8555,0.442748698,,
109,4.56755E-06,0.99015754,1.168399348,218935.9866,255804.6641,0.488638682,106980.5918,107651.9973,0.491705356,,
110,5.64828E-06,0.942627293,1.103882777,177045.1569,195437.0995,0.466642386,82616.77437,83150.15766,0.469655082,,
111,3.85995E-06,1.015066477,1.344544402,259070.9118,348332.3442,0.545726225,141381.7908,142170.0471,0.548768853,,
112,4.74164E-06,1.113631605,1.259699851,210897.5598,265667.6247,0.518770866,109407.5096,110058.1921,0.521856166,,
113,4.23613E-06,1.292890582,1.584103158,236064.4931,373950.509,0.616394782,145508.9217,146133.5111,0.619040624,,
114,4.27294E-06,1.155366454,1.407037957,234031.1285,329290.681,0.564936072,132212.6264,132909.0827,0.567911985,,
115,8.2224E-06,1.60908479,1.818490437,121619.0068,221163.0007,0.677761696,82428.70424,82673.08927,0.679771127,,
116,5.78963E-06,1.526927154,1.697728424,172722.5083,293235.9118,0.647104486,111769.5099,112175.8208,0.649456877,,
117,5.58701E-06,1.151581356,1.361370752,178986.7665,243667.3489,0.550952253,98613.1623,99155.04843,0.553979774,,
118,4.71267E-06,0.997535987,1.173695947,212194.0761,249051.3271,0.490418621,104063.9262,104715.279,0.49348823,,
119,7.61176E-06,1.552155012,1.817907755,131375.6737,238828.8562,0.677618675,89022.60999,89286.819,0.679629771,,
120,5.12754E-06,0.837774663,1.080378194,195025.4263,210701.2178,0.458483904,89416.01882,89998.11861,0.461468642,,
121,3.90582E-06,1.071625075,1.248894919,256028.2395,319752.3675,0.515265763,131922.5862,132712.8496,0.518352389,,
122,6.43046E-06,0.667049499,0.847488011,155509.7989,131792.6901,0.37346749,58077.85432,58464.69916,0.375955082,,
123,4.17466E-06,0.984706062,1.158330938,239540.6993,277467.4029,0.48524433,116235.7661,116968.8728,0.488304798,,
124,5.8448E-06,1.131770996,1.285125109,171092.182,219874.8591,0.526954296,90157.7604,90684.46477,0.530032779,,
125,7.04548E-06,1.34774329,1.547169007,141934.9754,219597.395,0.606023268,86015.89765,86403.3342,0.608752944,,
126,6.39256E-06,1.38913861,1.533432658,156431.8358,239877.6858,0.602117229,94190.3035,94621.90827,0.604876289,,
127,7.6884E-06,1.334201247,1.503748741,130066.0105,195586.5995,0.593586151,77205.38258,77572.03253,0.596405104,,
128,5.29663E-06,1.167919152,1.336795976,188799.2314,252386.0528,0.543306344,102575.8202,103151.4424,0.546355203,,
129,6.03618E-06,1.007588086,1.21520795,165667.637,201320.6295,0.50423285,83535.06469,84046.09805,0.50731754,,
130,5.1915E-06,0.951416619,1.13201072,192622.5904,218050.8373,0.476303981,91746.90667,92332.54867,0.479344341,,
131,5.46395E-06,0.964448624,1.086664949,183017.8789,198879.114,0.460673625,84311.50965,84859.21711,0.463666269,,
132,4.6475E-06,0.966949507,1.119451653,215169.2497,240871.5723,0.472003786,101560.7006,102212.4037,0.475032579,,
133,3.70035E-06,1.099165953,1.37853662,270244.5486,372542.0066,0.556242885,150321.6074,151135.0213,0.559252803,,
134,2.70048E-06,0.909579393,1.089459837,370303.8766,403431.201,0.461645327,170949.0542,172058.5066,0.464641386,,
135,4.31836E-06,0.9096158,1.119561534,231569.4973,259256.3016,0.472041505,109310.414,110011.8148,0.475070405,,
136,4.72077E-06,0.968717042,1.175807788,211829.8781,249071.2204,0.491127217,104035.4185,104685.8877,0.494197932,,
137,2.44981E-06,0.504743405,0.79584051,408195.6179,324858.6085,0.353584907,144331.8094,145283.0929,0.355915366,,
138,4.61566E-06,1.184237143,1.551129446,216653.6798,336057.9022,0.607144544,131540.0996,132129.618,0.609865561,,
139,4.99884E-06,1.04404861,1.19136523,200046.2579,238328.156,0.496328037,99288.56653,99904.25771,0.499405781,,
140,9.46882E-06,1.472266063,1.673412186,105609.7506,176728.6436,0.640684509,67662.5312,67917.97888,0.643103298,,
141,4.7948E-06,1.364833188,1.692166287,208559.4695,352917.3031,0.645643271,134655.0182,135148.8268,0.648010982,,
142,4.55309E-06,1.018013909,1.159997535,219631.2555,254771.715,0.485807168,106698.4382,107370.8508,0.48886872,,
143,8.54567E-06,1.560231646,1.797617689,117018.2766,210354.1239,0.67260879,78707.52137,78949.6531,0.674677968,,
144,2.89988E-06,0.999445176,1.220459412,344841.8561,420865.4891,0.505963224,174477.2972,175541.3407,0.509048822,,
145,6.91457E-06,1.42777847,1.732976765,144622.18,250626.8777,0.65626379,94910.29995,95236.25187,0.658517607,,
146,3.7011E-06,0.893062976,1.841782498,270190.2944,497631.7552,0.683439855,184658.8156,185183.8504,0.685383059,,
147,3.83508E-06,1.086464077,1.215222574,260751.0565,316870.5701,0.504237674,131480.5062,132284.8432,0.507322367,,
148,5.09323E-06,1.738069852,2.139788957,196338.9693,420123.9583,0.749385704,147133.6167,147391.2986,0.750698138,,
149,4.20798E-06,1.105843555,1.369230177,237643.5024,325388.6548,0.553379699,131507.0898,132224.7099,0.556399433,,
150,6.58833E-06,1.39713656,1.584412383,151783.6306,240487.8639,0.616480809,93571.69548,93973.18019,0.619125922,,
151,5.72965E-06,1.270085891,1.494134571,174530.6282,260772.2453,0.590796617,103112.1048,103607.2909,0.593633862,,
152,5.82368E-06,1.146619334,1.355841416,171712.6892,232815.1757,0.549239292,94311.35583,94832.11255,0.552272013,,
153,4.93968E-06,0.913747598,1.113249964,202442.2271,225368.8021,0.469872198,95121.97428,95733.8789,0.472894812,,
154,3.95656E-06,0.317023764,0.879365987,252744.8652,222255.2377,0.385553076,97446.56012,98097.91723,0.388130208,,
155,7.09186E-06,1.280020573,1.453920404,141006.6453,205012.4387,0.578988284,81641.19563,82051.17505,0.581895803,,
156,4.81362E-06,0.878737423,1.056287077,207744.0434,219437.3483,0.450041571,93493.4557,94106.62663,0.45299314,,
157,2.95953E-06,0.810174111,1.001630049,337891.5067,338442.2865,0.430586632,145491.5658,146457.8648,0.433446422,,
158,4.14334E-06,1.118966369,1.284463257,241351.3108,310006.8906,0.526742418,127129.9731,127873.0276,0.529821144,,
159,3.61427E-06,0.969013097,1.120890708,276681.2016,310129.3879,0.472497635,130731.2135,131569.6081,0.475527818,,
160,4.66467E-06,0.941172805,1.194428298,214377.5666,256058.6319,0.497348022,106620.2587,107280.3048,0.500426918,,
161,3.27604E-06,1.155986645,1.444518839,305246.1575,440933.8251,0.576194992,175881.3073,176773.3697,0.579117428,,
162,6.53783E-06,1.244048934,1.377689955,152955.9511,210725.8774,0.555982905,85040.89397,85501.41945,0.558993742,,
163,2.69358E-06,0.543569558,0.921625891,371253.3106,342156.6633,0.401355346,149004.5009,150001.7648,0.404041555,,
164,5.45282E-06,0.555795062,0.853562613,183391.373,156536.0195,0.375781467,68915.07917,69374.49533,0.37828658,,
165,2.216E-06,0.869507418,1.270863097,451263.7398,573494.4338,0.522375038,235728.9131,237120.1344,0.525457983,,
166,3.57401E-06,0.728332922,0.89513853,279797.9283,250457.9063,0.391480156,109535.3366,110268.1743,0.394099324,,
167,5.51315E-06,1.287564077,1.594671647,181384.4939,289248.7098,0.619327387,112336.3847,112811.7292,0.621948033,,
168,4.00802E-06,0.979119038,1.230394384,249499.5694,306982.869,0.509226268,127051.7347,127821.8657,0.512312971,,
169,6.2662E-06,1.030818881,1.218633101,159586.3123,194477.1625,0.505361886,80648.83974,81141.21267,0.508447194,,
170,5.90141E-06,1.29778212,1.487251215,169450.9874,252016.1869,0.588791475,99771.29683,100254.2315,0.591641471,,
171,7.93085E-06,1.430447631,1.778443442,126089.8676,224243.6981,0.667821446,84205.51765,84473.35363,0.669945613,,
172,3.56682E-06,0.374661772,0.772690489,280361.636,216632.7695,0.344551703,96599.07912,97231.47252,0.346807337,,
173,4.96604E-06,1.052531322,1.289453809,201367.659,259654.295,0.528338526,106390.2921,107009.8617,0.531415334,,
174,1.84003E-06,0.4090954,0.697222195,543468.9968,378918.6468,0.314582782,170965.9891,172050.6473,0.316578588,,
175,2.24126E-06,0.822025036,1.139384008,446177.7448,508367.787,0.47881829,213638.0647,214997.3712,0.481864848,,
176,5.39044E-06,0.946080695,1.132941943,185513.491,210176.0149,0.47662195,88419.80187,88983.97938,0.479663117,,
177,3.31057E-06,0.849591497,0.974129636,302062.694,294248.2222,0.42063982,127059.5971,127906.948,0.423445035,,
178,6.48872E-06,1.153394788,1.330339715,154113.6466,205023.5047,0.541283595,83419.1886,83889.80527,0.544337293,,
179,2.67935E-06,0.855218763,2.143854004,373224.59,800139.0317,0.750199303,279992.8272,280481.3675,0.751508274,,
180,4.84544E-06,1.290644258,1.553303476,206379.5407,320570.058,0.60775912,125429.048,125989.6221,0.610475349,,
181,4.2688E-06,1.161923485,1.330299199,234257.6246,311632.7303,0.541270882,126796.8312,127512.1903,0.544324611,,
182,4.51864E-06,0.999395951,1.135871849,221305.6712,251374.882,0.477621585,105700.3654,106373.9447,0.480665245,,
183,3.90076E-06,0.830768683,0.963164538,256360.4467,246917.2912,0.416644254,106811.1071,107524.2865,0.419426194,,
184,5.06087E-06,1.23379184,1.552130528,197594.3418,306692.21,0.607427622,120024.2611,120561.4837,0.610146437,,
185,5.44302E-06,1.033192934,1.211406086,183721.524,222561.3723,0.502977714,92407.8321,92974.40963,0.506061607,,
186,4.6233E-06,1.472196293,3.063780917,216295.5707,662682.2418,0.874817713,189219.1965,191775.2969,0.88663534,,
187,5.59471E-06,1.251487945,1.391267427,178740.2579,248675.4988,0.56013996,100119.5609,100654.9696,0.563135417,,
188,7.65364E-06,1.137178177,1.357762768,130656.8306,177400.98,0.549835003,71839.69881,72235.71185,0.552865943,,
189,5.15015E-06,1.103966011,1.246608035,194169.1029,242052.7638,0.514521806,99904.23748,100503.5958,0.517608592,,
190,6.38279E-06,1.357023854,1.500962892,156671.3391,235157.8663,0.592779174,92871.50696,93313.99547,0.595603484,,
191,7.38331E-06,1.416689244,1.70941493,135440.5175,231524.0429,0.650160507,88058.07554,88372.29416,0.652480482,,
192,7.57071E-06,1.135089057,1.348331404,132087.9388,178098.316,0.546905872,72239.66932,72641.13933,0.549945286,,
193,8.33151E-06,1.08566604,1.277679569,120026.243,153355.0785,0.524567229,62961.8337,63331.63637,0.527648244,,
194,8.74189E-07,0.517712473,0.965370496,1143917.589,1104304.29,0.417449434,477527.7506,480715.4952,0.420236125,,
195,5.9053E-06,1.18425491,1.298342294,169339.3248,219860.4075,0.531172657,89948.41913,90468.78229,0.534245559,,
196,6.32892E-06,1.653596167,2.013774468,158004.8331,318186.0986,0.723017101,114240.1964,114478.1469,0.724523071,,
197,4.80508E-06,1.093410132,1.274913376,208112.8877,265325.9043,0.5236784,108984.224,109625.5953,0.526760243,,
198,8.08639E-06,0.812630419,1.20038043,123664.5201,148444.4698,0.499326293,61748.94633,62129.9462,0.502407208,,
199,4.78328E-06,1.307031639,1.440461198,209061.7684,301145.3654,0.574985607,120207.5077,120819.7851,0.577914298,,
200,4.19337E-06,1.117991085,1.316581056,238471.5099,313967.0725,0.536953531,128048.1192,128778.5424,0.540016467,,
201,7.04144E-06,1.642047504,1.869123318,142016.4186,265446.1994,0.69000812,97992.48206,98257.56222,0.691874666,,
202,8.25968E-06,1.550890981,1.679594318,121070.0014,203348.4865,0.642324564,77766.23588,78057.05271,0.644726619,,
203,3.76899E-06,1.041493276,1.269080968,265323.1081,336716.507,0.521800829,138445.8177,139263.9119,0.524884217,,
204,7.83445E-06,1.358349091,1.492570226,127641.3456,190513.6721,0.590341502,75351.98364,75714.50655,0.59318167,,
205,2.51517E-06,0.552405945,0.806841778,397588.1783,320790.7526,0.357851333,142277.4596,143217.7967,0.360216436,,
206,5.54561E-06,1.245111909,1.478151534,180322.806,266544.4323,0.58613053,105692.7018,106209.5796,0.588996933,,
207,2.46698E-06,1.750363444,3.264995564,405353.147,1323476.227,0.88628406,359258.0327,367059.1766,0.905529362,,
208,6.65357E-06,1.172732416,1.301397936,150295.218,195593.8866,0.532144407,79978.75967,80440.37866,0.535215822,,
209,5.311E-06,0.969026564,1.142355011,188288.4193,215092.2194,0.479829258,90346.29245,90920.371,0.482878189,,
210,7.67281E-07,0.721190817,0.905445041,1303303.615,1180069.795,0.39533437,515240.7135,518688.9831,0.397980161,,
211,3.67539E-06,1.432515983,1.712422238,272080.1683,465916.1308,0.650943825,177108.9053,177737.8423,0.653255412,,
212,5.47275E-06,1.019101323,1.217598457,182723.462,222483.8054,0.505021008,92279.18703,92842.91295,0.50810614,,
213,6.05136E-06,1.366716782,1.498532976,165252.1504,247635.7968,0.592074413,97841.56988,98309.05922,0.594903358,,
214,5.11456E-06,0.765589566,0.947795459,195520.4185,185313.3649,0.411015593,80361.94083,80899.21067,0.41376349,,
215,6.38989E-06,1.16867894,1.333839805,156497.1802,208742.1683,0.542380899,84881.08122,85358.57209,0.545432014,,
216,5.11791E-06,1.076171805,1.299758955,195392.3913,253963.0103,0.531623344,103875.1564,104475.4451,0.534695565,,
217,6.11197E-06,1.310857384,1.445498633,163613.2617,236502.7461,0.576486675,94320.86532,94798.76474,0.579407584,,
218,6.26095E-06,1.39814315,1.583976791,159720.0562,252992.8619,0.616359622,98444.99347,98867.63512,0.619005762,,
219,3.7176E-06,1.007979135,1.265310642,268990.4071,340356.4247,0.52058455,140032.2499,140861.8814,0.523668792,,
220,5.36731E-06,1.098209036,1.335299694,186313.0932,248783.8163,0.542838078,101137.8414,101706.098,0.545888087,,
221,1.78515E-06,0.751986855,1.040909085,560176.9833,583093.3111,0.444610122,249060.3568,250700.5782,0.447538163,,
222,7.18303E-06,1.313815342,1.570845311,139217.096,218688.5225,0.612693806,85297.45244,85670.09652,0.615370518,,
223,6.66885E-06,1.438571912,1.625219192,149951.0028,243703.2476,0.627715976,94126.64015,94508.27968,0.630261071,,
224,3.0662E-06,0.824483302,1.01657416,326136.6564,331542.0975,0.435947468,142178.4497,143120.0461,0.438834591,,
225,6.16483E-06,1.206359339,1.410195821,162210.5388,228748.6239,0.565892253,91793.68722,92275.74218,0.568864038,,
226,4.97383E-06,0.943199902,1.087479095,201052.1803,218640.0431,0.460956793,92676.3682,93278.24719,0.463950438,,
227,8.55573E-06,1.662661551,1.856121131,116880.7656,216944.859,0.68689757,80285.11389,80507.517,0.68880039,,
228,4.64117E-06,0.988901161,1.174233466,215462.7698,253003.5948,0.490599037,105705.8273,106367.275,0.49366893,,
229,4.93719E-06,1.104743118,1.271988921,202544.1757,257633.9475,0.522737553,105877.4469,106501.8201,0.525820205,,
230,4.90011E-06,0.717041181,0.919957763,204076.9724,187742.1951,0.400736322,81781.05525,82328.41442,0.403418443,,
231,6.67225E-06,0.918222897,1.350550808,149874.5004,202413.1276,0.54759628,82070.71887,82525.95983,0.550633761,,
